CODE,LOCATION,TYPE,RATING (MAX = 5),Address_y,Description,Long Description,Tags_Creation_Description,Ticket Info,open_time,close_time,coordinate,tags,image_url
AC602,Collection O VyVy Airport Hotel,Accommodation,3.6,"22 Tan Son Nhat Street, Tan Binh District, Ho Chi Minh City",Collection O VyVy Airport Hotel located at 283 Đ. Hoàng Văn Thụ,Collection O VyVy Airport Hotel is a 3-star hotel in Ho Chi Minh City. Rated 7.3/10 by 90 reviews. Guests praise its location near Near Tan Son Nhat International Airport. The most popular room is 'Superior Double Room' with 1 double bed. Close to airport|Convenient location,Close to airport|Convenient location,~₫350000/night (approx. $14),0:00,23:59,"10.800462, 106.662511",Close to airport|Convenient location,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882988/AC602.webp
AC603,The Passion Lux Airport Hotel Apartment,Accommodation,3.8,"14 Ly Tu Trong Street, Ben Thanh Ward, District 1, Ho Chi Minh City","The Passion Lux Airport Hotel Apartment located at 3A Cong Hoa Street, W4",The Passion Lux Airport Hotel Apartment is a 3-star hotel in Ho Chi Minh City. Rated 7.6/10 by 3 reviews. Guests praise its location near Near Tan Son Nhat International Airport. The most popular room is 'Quadruple Family Room-City View' with 2 queen beds.,,~₫500000/night (approx. $20),0:00,23:59,"10.800651, 106.66043",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882989/AC603.webp
AC604,The Blue Airport Hotel,Accommodation,3.9,"25 Nguyen Van Cu Street, District 1, Ho Chi Minh City",The Blue Airport Hotel located at 2/37 Phan Thuc Duyen Street,The Blue Airport Hotel is a 3-star hotel in Ho Chi Minh City. Rated 7.7/10 by 118 reviews. Guests praise its location near Near Tan Son Nhat International Airport | Tan Son Nhat Airport Area. The most popular room is 'Standard Double Room' with 1 queen bed. Convenient location|Easy to get around,Convenient location|Easy to get around,~₫350000/night (approx. $14),0:00,23:59,"10.80372, 106.66217",Convenient location|Easy to get around,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882991/AC604.webp
AC605,Atlas Hotel & Apartments,Accommodation,4,"50 Nguyen Van Troi Street, Phu Nhuan District, Ho Chi Minh City",Atlas Hotel & Apartments located at Hung Phuoc 4 - 43 Atlas Apartments,Atlas Hotel & Apartments is a 3-star hotel in Ho Chi Minh City. Rated 7.9/10 by 52 reviews. Guests praise its location near Near Saigon Exhibition and Convention Center (SECC) | Phu My Hung. The most popular room is 'Deluxe Studio Apartment' with 1 queen bed. Great stay!,Great stay!,~₫500000/night (approx. $20),0:00,23:59,"10.729532, 106.707004",Great stay!,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882993/AC605.webp
AC606,InterContinental Grand Ho Tram,Accommodation,4.7,"19 Ba Thang Hai Street, Ward 2, Tan Binh District, Ho Chi Minh City","InterContinental Grand Ho Tram located at Ho Tram Hamlet, Ho Tram Commune, Ho Chi Minh City","InterContinental Grand Ho Tram is a 5-star hotel in Phuoc Thuan. Rated 9.3/10 by 90 reviews. Guests praise its location near Near Ho Tram Beach, Phuoc Thuan. The most popular room is 'Classic King Room - Non-Smoking' with 1 king bed. Great stay!|Great service",Great stay!|Great service,~₫2475000/night (approx. $99),0:00,23:59,"10.486559, 107.454275",Great stay!|Great service,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882994/AC606.webp
AC607,Hoang Quan Hotel - Go Vap,Accommodation,3.8,"75 Cach Mang Thang 8 Street, Ward 6, District 3, Ho Chi Minh City","Hoang Quan Hotel - Go Vap located at 26 Nguyen Van Luong, Ward 6",Hoang Quan Hotel - Go Vap is a 3-star hotel in Ho Chi Minh City. Rated 7.5/10 by 27 reviews. Guests praise its location near Near Tan Son Nhat International Airport. The most popular room is 'Standard Double Room' with 1 queen bed.,,~₫350000/night (approx. $14),0:00,23:59,"10.838992, 106.680438",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882997/AC607.webp
AC608,Yen Nam Hotel Nguyen Thai Son,Accommodation,3.9,"100 Nguyen Thai Son Street, Ward 5, Go Vap District, Ho Chi Minh City","Yen Nam Hotel Nguyen Thai Son located at 84/1, Street No. 1, Hanh Thong Ward",Yen Nam Hotel Nguyen Thai Son is a 3-star hotel in Ho Chi Minh City. Rated 7.8/10 by 71 reviews. Guests praise its location near Near Tan Son Nhat International Airport. The most popular room is 'Superior Double Room' with 1 double bed. Clean and tidy|Friendly host,Clean and tidy|Friendly host,~₫400000/night (approx. $16),0:00,23:59,"10.821916, 106.683928",Clean and tidy|Friendly host,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882998/AC608.webp
AC609,The One Hotel Ben Thanh,Accommodation,3.9,"1 Le Thanh Ton Street, Ben Nghe Ward, District 1, Ho Chi Minh City",The One Hotel Ben Thanh located at 230 Lý Tự Trọng,The One Hotel Ben Thanh is a 3-star hotel in Ho Chi Minh City. Rated 7.8/10 by 63 reviews. Guests praise its location near Near Pham Ngu Lao | Ho Chi Minh City Centre. The most popular room is 'Superior Double Room with No Window' with 1 queen bed. Great location|Convenient location,Great location|Convenient location,~₫425000/night (approx. $17),0:00,23:59,"10.772546, 106.694681",Great location|Convenient location,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761883000/AC609.webp
FB019,Vietnam House Restaurant,F&B,4.8,"93-97 Dong Khoi, Phu Thuan Ward, District 1 Ho Chi Minh City",Vietnam House Restaurant serves authentic Vietnamese cuisine.,"Located in a beautifully restored colonial building, Vietnam House Restaurant offers a sophisticated dining experience with a focus on traditional Vietnamese flavors. The menu showcases classic dishes prepared with high-quality ingredients and modern culinary techniques. Guests can enjoy the elegant ambiance, attentive service, and a curated selection of Vietnamese wines and cocktails. It is a perfect place to experience fine Vietnamese dining in a refined setting.",,70,11:30,21:30,"10.774962, 106.7040873",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888619/FB019.jpg
FB020,Bun Cha 145,F&B,3.6,"145 Bui Vien | Pham Ngu Lao Ward, District 1, Ho Chi Minh City",Bun Cha 145 is a popular spot for its authentic Hanoi bun cha.,"Bun Cha 145 is known for serving up generous portions of bun cha, featuring grilled pork patties, fresh herbs, and rice vermicelli noodles served with a flavorful dipping sauce. The restaurant provides an authentic Hanoi culinary experience in a bustling and casual setting, popular among locals and tourists alike. It's a great spot to savor the true taste of Northern Vietnam. Guests can enjoy the lively atmosphere while indulging in the savory and satisfying flavors of bun cha.",,6,11:00,16:00,"10.7663698, 106.6918038",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888628/FB020.jpg
FB021,Pho Mien Ga Ky Dong,F&B,4.7,"5 14, Bis Ky Dong Street Ward 9, District 3, Ho Chi Minh City",A Vietnamese restaurant specializing in Ky Dong-style pho and mien ga.,"Pho Mien Ga Ky Dong is a humble eatery specializing in comforting bowls of pho and mien ga, prepared in the distinctive Ky Dong style. The flavorful broth is simmered to perfection and served with tender chicken and chewy noodles. This local favorite provides a genuine taste of Vietnamese comfort food in a simple and unpretentious atmosphere. It is an ideal spot for a quick, satisfying, and affordable meal.",,7,5:30,22:30,"10.7839022, 106.6819786",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888639/FB021.png
FB022,Jaspas Restaurant,F&B,4.2,"33 Dong Khoi St, District 1, Ho Chi Minh City",Jaspas is a casual restaurant serving varied Western fare.,"Jaspas Restaurant provides a diverse menu with options ranging from salads and sandwiches to pasta and steaks. The atmosphere is relaxed and inviting, making it a suitable place for both casual lunches and dinners with friends or family. Offering a mix of international flavors, Jaspas caters to a wide range of tastes. Patrons can enjoy a comfortable setting with friendly service, making for a pleasant dining experience.",,20,7:30,0:00,"10.773607, 106.70559",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888648/FB022.jpg
FB023,94 Restaurant,F&B,4.5,"94 Dinh Tien Hoang, DaKao Ward, District 1, Ho Chi Minh City","It is a restaurant named ""94 Restaurant.""","94 Restaurant offers a diverse menu with a mix of Vietnamese and international dishes, prepared with fresh ingredients. The restaurant provides a comfortable and casual setting for diners to enjoy a variety of flavors. Patrons can experience friendly service in an informal setting suitable for both lunch and dinner. The menu features a range of options catering to different preferences.",,15,6:00,21:00,"10.790264, 106.6977304",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888653/FB023.jpg
FB024,Cha Ca La Vong,F&B,4,"No 3-5 Ho Xuan Huong Street, Ward 6, District 3, Ho Chi Minh City",Cha Ca La Vong is Hanoi's legendary restaurant specializing solely in its iconic turmeric-dill grilled fish dish.,"Stepping into Cha Ca La Vong in Ho Chi Minh City is like taking a culinary journey to Hanoi, as the restaurant faithfully recreates the original dish. The dish features flaky white fish marinated in turmeric and galangal, pan-fried tableside with fragrant dill and spring onions, and served with vermicelli noodles, roasted peanuts, shrimp paste, and fresh herbs. This unique and flavorful dish is a must-try for anyone seeking an authentic taste of Hanoi's culinary heritage. It is a memorable and immersive dining experience.",,9,11:00,22:00,"10.778043, 106.68889",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888661/FB024.jpg
FB025,Den Long - Home Cooked Vietnamese Restaurant,F&B,4.1,"130 nguyen trai, District 1, Ho Chi Minh City",Den Long offers authentic home-cooked Vietnamese food.,"Den Long aims to recreate the experience of dining in a Vietnamese home, serving dishes made with traditional recipes and fresh, locally sourced ingredients. The menu features a variety of classic Vietnamese dishes, from flavorful soups and stir-fries to savory clay pot specialties. The restaurant provides a warm and inviting atmosphere, complete with traditional decor and friendly service. It's a perfect spot to savor authentic Vietnamese flavors and experience the essence of home-cooked meals.",,11,11:00,22:00,"10.7696967, 106.6907744",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888672/FB025.jpg
FB026,SORAE,F&B,4.6,"Level 51, Bitexco Financial Tower, 2 Hai Trieu Street, Ben Nghe Ward, District 1, Ho Chi Minh City",SORAE offers exquisite modern Japanese cuisine alongside breathtaking panoramic views from its high-rise location.,"Located on the 51st floor of the Bitexco Financial Tower, SORAE provides a luxurious dining experience with its sophisticated ambiance and contemporary decor. The restaurant boasts a menu of refined Japanese dishes, including sushi, sashimi, and grilled specialties, all prepared with the finest ingredients. Guests can enjoy their meal while taking in breathtaking panoramic views of the city skyline. SORAE is a perfect choice for a special occasion or a memorable evening out.",,104,11:00,23:00,"10.7720023, 106.7042935",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888682/FB026.jpg
FB027,BEPMEIN 1 - LE THANH TON,F&B,4.2,"136/9 Đường Lê Thánh Tôn, Ho Chi Minh City",BEPMEIN 1 - LE THANH TON is a Vietnamese noodle restaurant.,"This Vietnamese restaurant specializes in flavorful noodle dishes. With a cozy atmosphere, it's a great place to enjoy a traditional Vietnamese meal. The menu features a variety of noodle soups and stir-fries, all made with fresh ingredients and authentic recipes. Enjoy the rich flavors and comforting ambiance of BEPMEIN 1 - LE THANH TON.",,8,10:30,22:30,"10.7738567, 106.6980798",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888692/FB027.jpg
FB028,Guanabana Smoothies,F&B,5,"23 Ly Tu Trong, District 1, Ho Chi Minh City",Guanabana Smoothies offers refreshing drinks primarily made from soursop fruit.,"Guanabana Smoothies is the place to go for a refreshing and healthy drink. They are known for using soursop, also known as guanabana, in their smoothies. The creamy and slightly tangy flavor of the soursop makes for a unique and delicious beverage. Whether you're looking for a quick pick-me-up or a healthy treat, Guanabana Smoothies has you covered.",,7,7:30,22:00,"10.7804245, 106.7035507",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888701/FB028.jpg
FB029,Pho Quynh,F&B,4.3,"323 Pham Ngu Lao, District 1, Ho Chi Minh City",An authentic Vietnamese noodle shop with a delicious and savory broth.,"Pho Quynh is a popular spot for authentic Vietnamese pho. The rich, savory broth is the star of the show, simmered for hours with aromatic spices and tender beef. The noodles are perfectly cooked, and the dish is garnished with fresh herbs and flavorful toppings. It's a must-try for anyone craving a taste of traditional Vietnamese cuisine.",,3,0:00,23:59,"10.7674471, 106.690655",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888705/FB029.jpg
FB030,Saigon Grill Restaurant,F&B,4.6,"91 Pasteur, Top Floor Terrace , Saigon Royal Building, Ben Nghe Ward, District 1, Ho Chi Minh City",Rooftop restaurant with views of local landmarks and delicious Vietnamese specialties,"Saigon Grill Restaurant offers a delightful dining experience with stunning views. Located on a rooftop terrace, it provides panoramic vistas of Ho Chi Minh City's landmarks. The menu features a variety of delicious Vietnamese specialties prepared with fresh, local ingredients. Enjoy the cool breeze and vibrant atmosphere while savoring authentic flavors.",,9,16:00,23:00,"10.7769024, 106.6992778",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888706/FB030.jpg
FB031,MOO BEEF STEAK PRIME,F&B,4.8,"35-37 Ngo Duc Ke Ben Nghe Ward, District 1, Ho Chi Minh City","Famous popular restaurant known for high-quality, tender steaks","MOO BEEF STEAK PRIME is a popular restaurant known for its high-quality and tender steaks. The restaurant offers a prime selection of cuts, cooked to perfection. The ambiance is upscale and modern, making it perfect for special occasions. Indulge in a juicy steak and enjoy a memorable dining experience.",,65,10:30,22:00,"10.7732065, 106.7056656",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888707/FB031.jpg
FB032,MAD House,F&B,3,"6/1/2 Ngyuen U Di, Thao Dien, Quan 2, Hcmc, Ho Chi Minh City",MAD House is a lively and unconventional restaurant.,"MAD House is a unique and vibrant restaurant that offers a lively and unconventional dining experience. The decor is eclectic and whimsical, creating a fun and inviting atmosphere. The menu features a variety of international dishes with a creative twist. It's a perfect spot for those looking for something different and exciting.",,11,8:00,22:00,"10.8053693, 106.7418423",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888714/FB032.jpg
FB033,QUAN BUI - Original,F&B,4.8,"19 Ngo Van Nam Ben Nghe Ward, 1, Ho Chi Minh City","A renowned establishment with artistic flair, preparing healthy cuisine using traditional recipes","QUAN BUI - Original is a renowned restaurant that combines artistic flair with healthy cuisine. They focus on preparing dishes using traditional recipes and fresh, locally sourced ingredients. The atmosphere is charming and welcoming, adorned with artistic touches. It's a place where you can enjoy a delicious and nourishing meal in a creative setting.",,16,7:00,23:00,"10.7813148, 106.7058729",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888716/FB033.jpg
FB034,Banh Mi Huynh Hoa,F&B,4.3,"26 - 30 - 32 Lê Thị Riêng, P. Bến Thành, District 1, Ho Chi Minh City",Banh Mi (205 recommendations) | In business for over 30 years,"Banh Mi Huynh Hoa is a legendary sandwich shop that has been serving up delicious Banh Mi for over 30 years. They are known for their generous portions and flavorful fillings, packed into a crispy baguette. It's a must-try for anyone looking to experience the authentic taste of Vietnamese street food. Be prepared for a queue, as it's a popular spot among locals and tourists alike!",,3,6:00,22:00,"10.7715364, 106.6923977",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888718/FB034.jpg
FB035,Dong Pho Restaurant,F&B,4.6,"57 Ho Xuan Huong Str, Dist 3, Ho Chi Minh City",Dong Pho Restaurant serves authentic Vietnamese cuisine.,"Dong Pho Restaurant offers a delightful culinary journey through Vietnam with its authentic dishes. Using fresh, local ingredients, the chefs create flavorful and traditional meals. The restaurant provides a cozy and inviting atmosphere, perfect for families and friends. Experience the true taste of Vietnam at Dong Pho Restaurant, where quality and tradition meet.",,13,10:00,21:00,"10.7763759, 106.6875177",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888725/FB035.png
FB036,Ngon Restaurant,F&B,4.6,"160 Pasteur street, District 1, Ho Chi Minh City",Crispy Vietnamese pancakes (Recommended by 143 people) | Chinese-French-Vietnamese fusion style,"Ngon Restaurant is a culinary gem that offers a unique fusion of Chinese, French, and Vietnamese flavors. The restaurant is well-known for its crispy Vietnamese pancakes and also features a diverse menu. The ambiance is vibrant and inviting, making it ideal for both casual and special occasions. Ngon Restaurant promises an unforgettable dining experience with its innovative dishes and warm hospitality.",,18,7:00,22:30,"10.7774178, 106.6996655",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888727/FB036.jpg
FB037,Annam Cafe Gourmet,F&B,5,"42-44 Nguyen Hue Street, Ben Nghe Ward, District 1, Ho Chi Minh City",It's a cafe serving gourmet Vietnamese cuisine.,"Annam Cafe Gourmet is a charming cafe that specializes in serving gourmet Vietnamese cuisine. Using only the freshest and highest-quality ingredients, the cafe offers a delightful culinary experience. Guests can enjoy a variety of traditional Vietnamese dishes prepared with a modern twist. The cafe provides a relaxed and elegant atmosphere, perfect for a leisurely meal or a casual coffee break.",,9,7:00,21:00,"10.776794, 106.70507",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888735/FB037.jpg
FB038,AKUNA Restaurant,F&B,5,"123 Le Lai Street, Ben Thanh Ward, District 1, Ho Chi Minh City",A rooftop restaurant with spectacular night views and an incredibly satisfying signature burger,"AKUNA Restaurant, located on the rooftop of Le Méridien Saigon, offers a spectacular dining experience with breathtaking city views. The restaurant is known for its incredibly satisfying signature burger and other gourmet dishes. Enjoy the vibrant atmosphere and impeccable service while savoring delicious food. AKUNA is the perfect spot for a memorable evening with friends or a romantic dinner.",,204,18:00,22:00,"10.7799889, 106.7073396",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888736/FB038.jpg
FB039,Barbecue Garden,F&B,4.5,"58 Pham Ngu Lao Street, Pham Ngu Lao Ward, District 1, Ho Chi Minh City",It's an outdoor barbecue restaurant.,"Barbecue Garden is a fantastic outdoor restaurant specializing in delicious barbecued dishes. The restaurant offers a wide selection of meats, seafood, and vegetables, all grilled to perfection. Enjoy a casual and lively atmosphere with friends and family. Barbecue Garden is the ideal place to indulge in mouthwatering barbecue in a relaxed setting.",,15,9:00,23:00,"10.7688969, 106.6683485",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888746/FB039.jpg
FB040,Mekong Merchant Saigon,F&B,3,"23 Thao Dien | District 2, Ho Chi Minh City",It's a charming colonial villa restaurant with a lush garden setting.,"Mekong Merchant Saigon is a charming restaurant housed in a colonial villa, complete with a lush garden setting. This creates a tranquil and picturesque dining atmosphere. The menu features a delightful selection of Vietnamese and international dishes, prepared with fresh ingredients and creative flair. Whether you're looking for a romantic dinner or a peaceful lunch, Mekong Merchant Saigon provides an unforgettable culinary experience.",,8,7:00,23:00,"10.8034332, 106.7375136",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888757/FB040.jpg
FB041,Chanh Bistro Rooftop Saigon,F&B,3,"43-45 ho Tung Mau, Ben Nghe, Quan 01, Ho Chi Minh City",Enjoy city views from the terrace and savor delicious Western cuisine,"Chanh Bistro Rooftop Saigon offers stunning city views from its terrace, creating a perfect backdrop for a memorable dining experience. Specializing in delicious Western cuisine, the restaurant provides a diverse menu with expertly prepared dishes. The bistro has a stylish and contemporary ambiance, ideal for both casual gatherings and special occasions. Enjoy the combination of delectable food and breathtaking scenery at Chanh Bistro Rooftop Saigon.",,35,10:30,23:00,"10.7727413, 106.6956617",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888759/FB041.jpg
FB042,San Fu Lou Cantonese Kitchen,F&B,4.1,"Ground Floor AB Tower, 76A Le Lai Street, District 1 Ho Chi Minh City",San Fu Lou offers refined Cantonese cuisine in a sophisticated setting.,"San Fu Lou Cantonese Kitchen offers a refined dining experience with its exquisite Cantonese cuisine. The restaurant is located on the Ground Floor of AB Tower, creating a sophisticated and elegant atmosphere. The menu features a variety of traditional Cantonese dishes, prepared with high-quality ingredients and culinary expertise. San Fu Lou is the perfect place to enjoy an authentic and memorable Cantonese meal.",,21,7:00,2:30,"10.7704659, 106.6942889",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888769/FB042.jpg
FB043,Pho Le,F&B,4.3,"415 Nguyen Trai, Ho Chi Minh City","Established in 1970, specializing in beef pho","Pho Le is a renowned pho establishment with a history dating back to 1970, offering a traditional Vietnamese dining experience. They specialize in beef pho with both rare and well-done options, complemented by flavorful broth and fresh herbs. The restaurant provides a casual and authentic setting, perfect for enjoying a comforting bowl of pho. It's a local favorite known for its consistent quality and generous portions.",,3,6:00,23:59,"10.7552959, 106.6735196",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888771/FB043.jpg
FB044,Pho Hoa Pasteur,F&B,4.7,"260C Pasteur, Ward 8, District 3 Ho Chi Minh City",Traditional Vietnamese pho restaurant that has stood strong in the industry for decades with its distinctive flavors,"Pho Hoa Pasteur is one of the most well-known pho restaurants in Ho Chi Minh City, specializing in Southern-style pho. The broth is rich and flavorful, and the noodles are always cooked to perfection. You can customize your bowl with a variety of toppings, such as beef, chicken, or vegetables. The restaurant is always busy, but the service is quick and efficient.",,5,6:00,22:30,"10.7867054, 106.6892593",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888772/FB044.jpg
FB045,3G TROIS GOURMANDS,F&B,4.5,"39 Tran Ngoc Dien Street, Thao Dien Ward, District 2, Ho Chi Minh City","Award-winning restaurant with world food honors, serving excellent French cuisine","3G TROIS GOURMANDS is a fine-dining establishment recognized for its exceptional French cuisine and world food honors. The menu features classic French dishes prepared with modern techniques and high-quality ingredients. The restaurant offers an elegant and romantic atmosphere, making it ideal for special occasions. Guests can expect impeccable service and a memorable culinary experience.",,99,11:30,23:00,"10.8061141, 106.7406539",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888774/FB045.jpg
FB046,My Banh Mi,F&B,3.7,"57 Nguyen Du Street, Ben Nghe Ward, District 1, Ho Chi Minh City",A hidden gem of a bakery with a variety of sandwich flavors to choose from.,"My Banh Mi is a delightful bakery known for its delicious and diverse selection of banh mi sandwiches. They use fresh ingredients and homemade bread to create flavorful and satisfying meals. Customers can choose from various fillings, including traditional Vietnamese flavors and unique fusion creations. This hidden gem offers a casual and affordable dining option for those seeking a quick and tasty bite.",,8,9:30,19:30,"10.7792353, 106.7005046",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888777/FB046.jpg
FB047,Mandarine Restaurant,F&B,4.3,"11A Ngo Van Nam Street, Ben Nghe Ward, District 1, Ho Chi Minh City",A quaint and elegant Vietnamese restaurant that offers a variety of exciting live performances.,"Mandarine Restaurant is housed in a beautifully restored colonial building, creating an intimate and refined atmosphere. The menu features classic Vietnamese dishes prepared with a modern twist, using only the freshest ingredients. They offer a wide range of dishes, from seafood to vegetarian options. In addition to the excellent cuisine, Mandarine Restaurant is known for its enchanting live traditional music and dance performances.",,62,11:30,22:00,"10.781083, 106.706074",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888779/FB047.jpg
FB048,Le Jardin,F&B,4,"31 Thai Van Lung, Ben Nghe, District 1, Ho Chi Minh City","Le Jardin is a restaurant with a lush, garden-like atmosphere.","Le Jardin offers a tranquil escape from the bustling city with its beautiful, garden-like setting. The restaurant's menu features a mix of French and Vietnamese cuisine, prepared with fresh, local ingredients. Diners can enjoy their meals surrounded by lush greenery and a peaceful ambiance. It is a perfect spot for a romantic dinner or a relaxing lunch with friends.",,25,11:30,21:00,"10.7800089, 106.7033491",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888787/FB048.jpg
FB049,Anan Saigon,F&B,4.6,"89 Ton That Dam, D1, Ho Chi Minh City","Anan Saigon serves inventive, modern Vietnamese cuisine.","Anan Saigon is led by award-winning chef Peter Cuong Franklin, who reimagines Vietnamese street food with modern techniques and global influences. The restaurant's tasting menus offer a culinary journey through Vietnam's diverse flavors and ingredients. The rooftop bar provides stunning views of the city skyline, complementing the innovative cuisine. Anan Saigon is a must-visit destination for foodies seeking a unique and unforgettable dining experience.",,126,17:00,23:00,"10.771729, 106.702893",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888794/FB049.jpg
FB050,The Workshop,F&B,4.3,"27 Ngo Duc Ke, P. Ben Nghe, Q.1, Ho Chi Minh City","The Workshop offers artisanal, handcrafted cuisine in a creative setting.","The Workshop offers a unique dining experience with its emphasis on artisanal and handcrafted cuisine. Located on the second floor of a historic building, the restaurant has a creative and inspiring atmosphere. They focus on using fresh, locally sourced ingredients to create dishes that are both delicious and visually appealing. The Workshop is a great place to enjoy a leisurely meal and discover new flavors.",,6,8:00,20:30,"10.7734764, 106.7056037",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888802/FB050.jpg
FB051,La Fiesta,F&B,4,"128 Ly Tu Trong, Ben Thanh Ward, Quan 1, Ho Chi Minh City",La Fiesta is a lively Mexican restaurant.,"This vibrant restaurant brings the flavors of Mexico to Saigon with a menu full of classic dishes and modern twists. Enjoy tacos, enchiladas, and margaritas in a colorful and energetic setting. La Fiesta is known for its lively atmosphere and friendly service, making it a great spot for groups and celebrations. The restaurant often features live music, adding to the festive ambiance.",,14,11:00,22:00,"10.7738714, 106.6966781",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888811/FB051.jpg
FB052,Ciao Bella IL Primo,F&B,5.3,"11 Dong Du Street District 1, Ho Chi Minh City",Ciao Bella IL Primo is a premier Italian restaurant.,"Ciao Bella IL Primo offers a refined Italian dining experience with a focus on fresh, high-quality ingredients. Their menu features a wide range of classic Italian dishes, from handmade pasta to wood-fired pizzas and succulent seafood. The elegant setting, combined with attentive service, makes it perfect for special occasions or a romantic dinner. Don't forget to explore their extensive wine list for the perfect pairing.",,33,11:00,22:00,"10.776279, 106.7050189",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888819/FB052.jpg
FB053,The View Rooftop Bar,F&B,4.3,"9th floor Duc Vuong Hotel, 195 Đ. Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh City",A rooftop bar offering spectacular views.,"Located atop the Duc Vuong Hotel, The View Rooftop Bar provides a stunning panoramic vista of Ho Chi Minh City. Guests can relax and enjoy a wide selection of cocktails, beers, and wines while taking in the vibrant cityscape. The bar features comfortable seating and a relaxed ambiance, making it an ideal spot for both daytime lounging and evening gatherings. Enjoy the cool breeze and breathtaking sunset views.",,12,7:00,2:00,"10.7657195, 106.6910607",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888826/FB053.jpg
FB054,Nha Tu Restaurant,F&B,5,"129/4 Vo Van Tan Street, Vo Thi Sau Ward, District 3, Ho Chi Minh City",Nha Tu Restaurant is a uniquely themed eatery designed to resemble a prison.,"Dine in a unique and intriguing setting at Nha Tu Restaurant, where the decor and ambiance are designed to resemble a prison. This themed restaurant offers a wide range of Vietnamese dishes with a creative presentation. Experience a memorable meal in a one-of-a-kind environment, perfect for adventurous diners and those seeking a novel culinary experience. It's an unusual spot that promises both good food and a memorable story.",,18,10:00,22:30,"10.7751517, 106.6895494",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888831/FB054.jpg
FB055,Nha Hang Tan Hai Van,F&B,4,"164 Nguyễn Trãi, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh City",Nha Hang Tan Hai Van offers authentic Vietnamese cuisine.,"Nha Hang Tan Hai Van serves up authentic Vietnamese flavors in a traditional setting. This popular restaurant offers a wide array of local specialties, from pho to fresh seafood and flavorful stir-fries. With its central location and reasonable prices, it's a great choice for both locals and tourists looking to experience genuine Vietnamese cuisine. The friendly staff and cozy atmosphere add to the overall dining experience.",,8,0:00,23:59,"10.7693245, 106.6903112",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888838/FB055.jpg
FB056,HOME SAIGON,F&B,4.7,"216/4 Dien Bien Phu, Ward 4, District 3, Ho Chi Minh City","HOME SAIGON offers authentic, home-style Vietnamese cuisine in a welcoming atmosphere.","Experience the warmth of Vietnamese hospitality at HOME SAIGON, where traditional recipes are prepared with love and care. The restaurant specializes in creating authentic, home-style Vietnamese dishes that evoke a sense of nostalgia and comfort. Enjoy a variety of regional specialties in a cozy and inviting setting that feels just like home. The attentive service and charming decor add to the overall experience.",,55,11:00,22:00,"10.7831137, 106.6896044",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888845/FB056.jpg
