"CODE","LOCATION","TYPE","RATING (MAX = 5)","Address","Description","Long Description","Tags_Creation_Description","Ticket Info","image_path","open_time","close_time","coordinate","tags","image_url"
"EN074","ZSpace Luong Dinh Cua - Korean Musicbox","Entertainment",4.7,"177 Luong Dinh Cua, An Khanh Ward, District 2, Ho Chi Minh City, Vietnam","This is a Korean music box and entertainment space.","ZSpace Luong Dinh Cua is a unique Korean music box and entertainment space. It is designed to offer visitors an engaging environment, possibly featuring Korean music, karaoke, or other themed activities. The location provides a great way to relax and enjoy Korean pop-culture. It is perfect for hanging out with friends, family, or even solo.","",0.0,"https://ak-d.tripcdn.com/images/0102u1200086k28vc0A5C.jpg","0:00","23:59","10.88349, 106.784185","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014808/EN074.jpg"
"EN075","Flagpole Park","Entertainment",4.4,"Nguyễn Du, Bến Nghé, District 1, Ho Chi Minh City, Vietnam","This is a park featuring a flagpole.","Flagpole Park is a public green space featuring a prominent flagpole. It provides a place for relaxation, recreation, and gathering. Visitors can enjoy the outdoor environment, take walks, or simply relax on the benches. The flagpole often serves as a symbol of national pride or local significance.","",0.0,"https://ak-d.tripcdn.com/images/0HJ0a12000i51o9h47082.jpg","0:00","23:59","10.334156, 107.090608","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014809/EN075.jpg"
"EN076","Lotte Cinema Nowzone","Entertainment",3.9,"235 Nguyễn Văn Cừ, Nguyễn Cư Trinh, District 1, Ho Chi Minh City, Vietnam","This is a movie theater.","Lotte Cinema Nowzone is a modern movie theater offering a wide selection of films. It features comfortable seating, state-of-the-art sound systems, and large screens for an immersive viewing experience. Visitors can enjoy the latest blockbusters and independent films in a comfortable and entertaining setting. The cinema also offers concessions and refreshments for moviegoers.","",0.0,"https://ak-d.tripcdn.com/images/0HJ0y12000j5iw2su2E26.jpg","0:00","23:59","10.764253, 106.682437","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014811/EN076.jpg"
"EN077","Ben Xua Tourist Area","Entertainment",4.5,"628/3 KP3, Quốc Lộ 13, Hiệp Bình Phước, Thủ Đức, Ho Chi Minh City, Vietnam","This is a tourist area.","Ben Xua Tourist Area is a tourist destination that potentially showcases the culture and history of Vietnam. It may feature traditional architecture, gardens, and cultural performances. Visitors can explore the area, learn about Vietnamese traditions, and enjoy the scenic surroundings. The area provides a relaxing and educational experience for tourists and locals alike.","",0.0,"https://ak-d.tripcdn.com/images/0HJ6x12000hcjm0er81BD.jpg","0:00","23:59","10.85308, 106.677901","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014812/EN077.jpg"
"EN078","Bamboo Stream","Entertainment",4.3,"247 Ngô Tất Tố, Ward 22, Bình Thạnh, Ho Chi Minh City, Vietnam","Bamboo Stream is an entertainment venue offering a relaxing natural atmosphere.","Bamboo Stream provides a unique and tranquil escape from the bustling city. With its lush greenery and bamboo features, visitors can unwind in a serene environment. The venue offers a range of activities and services, often including dining and recreational opportunities. It is a popular spot for those seeking a peaceful retreat amidst nature's charm. Bamboo Stream's design and ambiance aim to create a refreshing experience for visitors.","",0.0,"https://ak-d.tripcdn.com/images/0HJ6x12000i1x65et512B.jpg","0:00","23:59","11.333305, 106.359865","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014814/EN078.jpg"
"EN079","Hoi Hoi Project","Entertainment",4.5,"44/7 Nguyễn Văn Tố, Tân Thành, Tân Phú, Ho Chi Minh City, Vietnam","Hoi Hoi Project is an entertainment venue that probably offers a blend of creativity and social interaction.","Hoi Hoi Project appears to be a venue that promotes creativity and community engagement. It likely hosts events, workshops, or gatherings that foster artistic expression and social interaction. The specific offerings may vary, but the focus is generally on providing a space for people to connect, learn, and share their ideas. The project likely has a unique atmosphere that encourages participation and collaboration. It serves as a hub for creative minds and those seeking meaningful experiences.","",0.0,"https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg","0:00","23:59","10.792239, 106.692509","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014815/EN079.jpg"
"EN080","Tram Billiards Club - Quan 10","Entertainment",4.5,"78/12 Nguyễn Tiểu La, Ward 8, District 10, Ho Chi Minh City, Vietnam","Tram Billiards Club in District 10 is an entertainment venue for playing billiards.","Tram Billiards Club is a recreational establishment in District 10 of Ho Chi Minh City. It provides a space for people to enjoy playing billiards, with tables and equipment available for rent. The club likely fosters a social atmosphere, where players can compete and interact. It is a place to relax and enjoy the game in a casual setting. Tram Billiards Club caters to billiards enthusiasts of all skill levels.","",0.0,"https://ak-d.tripcdn.com/images/0102u1200086k28vc0A5C.jpg","0:00","23:59","10.778325, 106.663112","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014816/EN080.jpg"
"EN081","Win.D Gaming & Billiards Thu Duc","Entertainment",3.5,"146 Hoàng Diệu 2, Linh Chiểu, Thủ Đức, Ho Chi Minh City, Vietnam","Win.D Gaming & Billiards Thu Duc is an entertainment venue offering gaming and billiards facilities.","Win.D Gaming & Billiards is a recreational center located in Thu Duc, Ho Chi Minh City. It offers a combination of gaming and billiards facilities, providing entertainment options for a diverse audience. The venue likely features modern gaming equipment alongside well-maintained billiards tables. It aims to create a fun and engaging environment for individuals and groups to enjoy their leisure time. Win.D Gaming & Billiards serves as a social hub for gaming and billiards enthusiasts in the Thu Duc area.","",0.0,"https://ak-d.tripcdn.com/images/0102u1200086k28vc0A5C.jpg","0:00","23:59","10.839264, 106.766924","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014817/EN081.jpg"
"EN082","Conference Center Claris Wedding Palace","Entertainment",3.8,"22 Chu Văn An, Ward 26, Bình Thạnh, Ho Chi Minh City, Vietnam","Conference Center Claris Wedding Palace is a venue that hosts conferences and wedding receptions.","Conference Center Claris Wedding Palace provides a dedicated space for hosting conferences, wedding receptions, and other special events. The venue is likely equipped with modern facilities and amenities to cater to a variety of needs. It offers a professional setting for business meetings and a romantic ambiance for wedding celebrations. The space is often decorated and tailored to suit the specific requirements of each event. Conference Center Claris Wedding Palace aims to deliver memorable experiences for its clients and guests.","",0.0,"https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg","0:00","23:59","10.847425, 106.721134","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014818/EN082.jpg"
"EN083","Trung tam Hoi nghi - Tiec cuoi tai trung tam Quan 3 | Trung tam Hoi nghi - Tiec cuoi 272","Entertainment",4.2,"272-272 Võ Thị Sáu, Ward 7, District 3, Ho Chi Minh City, Vietnam","Trung tam Hoi nghi - Tiec cuoi tai trung tam Quan 3 is a conference and wedding reception center in District 3.","This conference and wedding reception center located in District 3, Ho Chi Minh City, offers a space for hosting various events, specializing in weddings. It provides facilities and services for both conferences and wedding receptions, including catering, decoration, and event planning assistance. The center aims to create memorable and seamless experiences for its clients. The central location in District 3 makes it easily accessible for attendees. The venue is designed to accommodate different event sizes and styles.","",0.0,"https://ak-d.tripcdn.com/images/0HJ0y12000i8ved0eDF50.jpg","0:00","23:59","10.77926, 106.683205","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014819/EN083.jpg"
"EN084","Army Theater","Entertainment",5.0,"140 Cộng Hòa, Ward 4, Tân Bình, Ho Chi Minh City, Vietnam","Army Theater is a theatrical venue offering performances and shows.","Army Theater provides a stage for various theatrical performances, including plays, musicals, and cultural shows. It serves as a platform for artists to showcase their talents and entertain audiences. The theater is typically equipped with comfortable seating, professional lighting, and sound systems. It may also host special events and ceremonies. Army Theater contributes to the cultural landscape of Ho Chi Minh City and offers a diverse range of artistic experiences.","",0.0,"https://ak-d.tripcdn.com/images/0HJ0i12000ig35ayz5DD7.jpg","0:00","23:59","10.802005, 106.656447","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014821/EN084.jpg"
"EN085","Saigon riverside park","Entertainment",4.8,"Tôn Đức Thắng, Bến Nghé, District 1, Ho Chi Minh City, Vietnam","Saigon riverside park is a scenic park along the Saigon River.","Saigon riverside park is a public park situated along the banks of the Saigon River. It offers a pleasant environment for relaxation, recreation, and enjoying the views of the river. The park features walking paths, benches, and green spaces. It is a popular spot for locals and tourists alike to take a stroll, exercise, or simply unwind. Saigon riverside park provides a refreshing escape from the urban hustle and bustle.","",0.0,"https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg","0:00","23:59","10.775389, 106.711829","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014822/EN085.jpg"
"EN086","Kat In Love - Go Dau","Entertainment",3.6,"737 - 739 Go Dau, Binh Hung Hoa A Ward, Binh Tan District, Ho Chi Minh City, Vietnam","Kat In Love - Go Dau is an entertainment venue offering a unique experience, possibly themed around cats.","Kat In Love - Go Dau is an entertainment venue that likely incorporates a cat theme into its offerings. This could range from a cat cafe where visitors can interact with feline companions to a shop selling cat-related merchandise. The venue aims to provide a fun and engaging experience for cat lovers and those seeking a unique form of entertainment. The atmosphere is likely warm and inviting, catering to people of all ages. Kat In Love - Go Dau offers a delightful escape for those passionate about cats.","",0.0,"https://ak-d.tripcdn.com/images/0HJ0v12000gmenfqw186C.jpg","0:00","23:59","10.795819, 106.623329","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014823/EN086.jpg"
"LC029","Jade Emperor Pagoda","Local",4.8,"73 Mai Thị Lựu, Đa Kao, District 1, Ho Chi Minh City, Vietnam","Jade Emperor Pagoda is a Taoist temple known for its intricate architecture and numerous deities.","The Jade Emperor Pagoda, also known as the Tortoise Pagoda, is a prominent Taoist temple in Ho Chi Minh City. It is renowned for its detailed and ornate architecture, featuring numerous statues of deities and intricate carvings. The pagoda's atmosphere is filled with incense and a sense of reverence. Visitors can explore various chambers dedicated to different gods and goddesses. The Jade Emperor Pagoda provides a glimpse into Taoist religious practices and is a significant cultural landmark.","",0.0,"https://ak-d.tripcdn.com/images/0101a120009is44anDDDE.jpg","0:00","23:59","10.791996, 106.698179","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014826/LC029.jpg"
"EN087","Hasaki Beauty & Clinic","Entertainment",3.7,"194 Le Van Sy Street, Ward 10, Phu Nhuan District, Ho Chi Minh City 700000, Vietnam","Hasaki Beauty & Clinic is a beauty retailer and clinic offering a range of beauty products and services.","Hasaki Beauty & Clinic provides a wide array of cosmetic and skincare products from various brands. In addition to retail, they offer clinical beauty treatments performed by professionals. Customers can expect a modern and clean environment focused on enhancing their beauty and wellness. The clinic aims to provide accessible beauty solutions to its clientele. It's a one-stop destination for beauty enthusiasts looking for products and professional treatments.","",0.0,"https://ak-d.tripcdn.com/images/0HJ1f12000i7q1wqq1020.jpg","0:00","23:59","10.766922, 106.666171","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014827/EN087.jpg"
"EN088","My Phuoc Theater","Entertainment",4.4,"35 Le Van Luong, Tan Hung Ward, District 7, Ho Chi Minh City, Vietnam","My Phuoc Theater is a venue that hosts theatrical performances and other entertainment events.","My Phuoc Theater is a cultural venue that showcases various theatrical performances, including plays, musical performances, and dance recitals. The theater provides a space for artists to present their work and for audiences to enjoy live entertainment. With a stage and seating area, the theater creates an immersive experience for attendees. It contributes to the artistic and cultural landscape of Ho Chi Minh City by offering a platform for performing arts.","",0.0,"https://ak-d.tripcdn.com/images/0HJ6612000igp5z5vCE82.jpg","0:00","23:59","11.135204, 106.615","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014829/EN088.jpg"
"EN089","KizCiti","Entertainment",3.6,"Khu do thi, Him Lam Residence, Tan Hung Ward, District 7, Ho Chi Minh City, Vietnam","KizCiti is an educational entertainment center where children can role-play different professions.","KizCiti is a unique entertainment and educational center designed for children. It offers a miniature city where children can role-play various professions, such as firefighters, doctors, chefs, and more. This allows them to learn about different careers and develop valuable life skills through interactive experiences. KizCiti aims to foster creativity, teamwork, and decision-making in a fun and engaging environment. It provides a safe and stimulating space for children to explore their interests and aspirations.","",0.0,"https://ak-d.tripcdn.com/images/0HJ3712000j5q7hkfE6AA.jpg","0:00","23:59","10.758819, 106.698098","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014830/EN089.jpg"
"EN090","Tropicana Park","Entertainment",4.0,"Số 34 Đường 12, Khu Dân Cư Cityland Park Hills, Phường 10, Go Vap District, Ho Chi Minh City, Vietnam","Tropicana Park offers a vibrant entertainment experience with colorful attractions.","Tropicana Park is an amusement park promising fun and excitement for visitors of all ages. The park features a variety of attractions, including rides, games, and shows. The colorful and lively atmosphere enhances the overall experience. Families and friends can enjoy a day of entertainment, creating lasting memories. It is a popular destination for those looking to escape the hustle and bustle of the city.","",5.93,"https://ak-d.tripcdn.com/images/01041120009oedwc4B3D6.jpg","0:00","23:59","10.533584, 107.532658","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014832/EN090.jpg"
"EN091","Binh Quoi 1 Tourist Village","Entertainment",4.6,"1147 Binh Quoi Street, Ward 28, Binh Thanh District, Ho Chi Minh City, Vietnam","Binh Quoi 1 Tourist Village offers a glimpse into traditional Vietnamese culture and cuisine.","Binh Quoi 1 Tourist Village is a cultural and recreational destination that provides visitors with a taste of traditional Vietnamese life. The village features traditional architecture, lush gardens, and authentic Vietnamese cuisine. Visitors can enjoy folk performances, explore traditional crafts, and relax in a serene natural setting. It offers a unique opportunity to experience the beauty and charm of rural Vietnam within the city. The village provides an escape from the urban environment and a chance to connect with the country's rich heritage.","",0.0,"https://ak-d.tripcdn.com/images/0HJ1b12000gfbt0gv6C60.jpg","0:00","23:59","10.830232, 106.737629","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014833/EN091.jpg"
"LC030","Temple of the Lonely Buddha","Local",4.8,"48 Vo Van Tan Street, Ward 6, District 3, Ho Chi Minh City, Vietnam","The Temple of the Lonely Buddha is a serene and unique temple known for its solitary Buddha statue.","The Temple of the Lonely Buddha, also known as Chua Mot Cot, is a unique and peaceful temple featuring a solitary Buddha statue. The temple's serene atmosphere provides a quiet space for contemplation and reflection. Visitors can admire the temple's architecture and enjoy the tranquility of the surroundings. It's a relatively small but significant spiritual place offering a peaceful retreat from the bustling city. The temple invites visitors to appreciate the beauty of simplicity and find inner peace.","",0.0,"https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg","0:00","23:59","10.847358, 106.66947","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014834/LC030.jpg"
"EN092","Lotte Cinema","Entertainment",4.0,"GF, Lotte Mart District 7, 469 Nguyen Huu Tho Street, Tan Hung Ward, District 7, Ho Chi Minh City, Vietnam","Lotte Cinema is a modern movie theater offering a comfortable and immersive cinematic experience.","Lotte Cinema provides moviegoers with a state-of-the-art cinematic experience. It features multiple screens showing a variety of films, from local productions to international blockbusters. With comfortable seating, advanced sound systems, and large screens, Lotte Cinema aims to create an immersive and enjoyable movie-watching experience. Concessions are available for snacks and drinks. It is a popular destination for entertainment and relaxation.","",0.0,"https://ak-d.tripcdn.com/images/0HJ4q12000i22l9xp049A.jpg","0:00","23:59","10.765638, 106.700123","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014835/EN092.jpg"
"EN093","FIT CENTER Phu Nhuan","Entertainment",4.8,"119 Nguyen Van Troi Street, Ward 12, Phu Nhuan District, Ho Chi Minh City 700000, Vietnam","FIT CENTER Phu Nhuan is a fitness center offering workout facilities and training programs.","FIT CENTER Phu Nhuan is a fitness center providing a range of equipment and facilities for workouts. Members can participate in various fitness classes and training programs. The center offers a supportive environment for individuals to achieve their fitness goals. With experienced trainers and modern equipment, FIT CENTER Phu Nhuan is a place where people can improve their health and well-being. It caters to a wide range of fitness needs and provides resources to help people live a healthy lifestyle.","",0.0,"https://ak-d.tripcdn.com/images/0HJ3w12000io2z5cx7869.jpg","0:00","23:59","10.799748, 106.681155","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014837/EN093.jpg"
"LC031","One Pillar Pagoda, Thu Duc - Nam Thien Nhat Tru","Local",3.9,"Đường số 17, Khu phố 5, Linh Trung Ward, Thủ Đức, Ho Chi Minh City, Vietnam","One Pillar Pagoda, Thu Duc, is a unique pagoda built on a single pillar, resembling a lotus blossom.","The One Pillar Pagoda, also known as Nam Thien Nhat Tru, is a distinctive pagoda located in Thu Duc. It is built on a single pillar, symbolizing a lotus flower emerging from the water. This unique architectural design makes it a significant religious and cultural landmark. Visitors come to admire the pagoda's beauty, pray, and enjoy the tranquil atmosphere. The pagoda is a special place that reflects Vietnamese culture and Buddhist traditions.","",0.0,"https://ak-d.tripcdn.com/images/0HJ0j12000gff366uF903.jpg","0:00","23:59","10.843592, 106.763163","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014838/LC031.jpg"
"EN094","Tourism Rung Sac Can Gio","Entertainment",3.7,"Rung Sac, Can Gio, Ho Chi Minh City, Vietnam","Tourism Rung Sac Can Gio offers eco-tourism experiences in the Can Gio Mangrove Biosphere Reserve.","Tourism Rung Sac Can Gio provides visitors with the opportunity to explore the Can Gio Mangrove Biosphere Reserve, a UNESCO World Heritage site. The area offers boat tours through the mangrove forests, allowing visitors to observe the unique ecosystem and wildlife. It's a place to experience nature and learn about the importance of mangrove conservation. Travelers can enjoy a day trip or an extended stay in this beautiful natural setting. It is perfect for those who want to experience the beauty of the surrounding landscape.","",0.0,"https://ak-d.tripcdn.com/images/0HJ2u12000iv72wd4454D.jpg","0:00","23:59","10.407346, 106.888562","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014840/EN094.jpg"
"LC032","Tan Dinh Church","Local",4.5,"289 Hai Bà Trưng, Ward 8, District 3, Ho Chi Minh City, Vietnam","Tan Dinh Church is a beautiful pink-painted Roman Catholic church.","Tan Dinh Church, also known as the Pink Church, is a stunning example of Roman Catholic architecture in Ho Chi Minh City. Its distinctive pink facade makes it a popular spot for photos. Inside, the church features ornate decorations and a peaceful atmosphere. Visitors can attend mass or simply admire the architecture and serene environment. The church stands as a landmark and a significant religious site.","",0.0,"https://ak-d.tripcdn.com/images/100r1f000001gon3mD41A.jpg","0:00","23:59","10.788336, 106.690679","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014842/LC032.jpg"
"EN095","War Remnants Museum","Entertainment",4.5,"28 Võ Văn Tần, Ward 6, District 3, Ho Chi Minh City, Vietnam","The War Remnants Museum displays exhibits related to the Vietnam War.","The War Remnants Museum offers a sobering look at the Vietnam War through the eyes of the Vietnamese people. The museum features a collection of military equipment, photographs, and documents related to the war. It presents a critical perspective on the conflict and its devastating consequences. Visitors can learn about the war's impact on civilians and the environment. The museum serves as a reminder of the importance of peace and understanding.","",1.9,"https://ak-d.tripcdn.com/images/100w0a0000004uqbu7165.jpg","0:00","23:59","10.779511, 106.692092","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014846/EN095.jpg"
"LC033","Independence Palace","Local",4.3,"135 Nam Kỳ Khởi Nghĩa, Bến Thành, District 1, Ho Chi Minh City, Vietnam","Independence Palace is a historic landmark and former presidential palace.","Independence Palace, also known as Reunification Palace, is a historically significant building in Ho Chi Minh City. It served as the home and workplace of the President of South Vietnam during the Vietnam War. Today, it is open to the public as a museum. Visitors can explore the palace's various rooms, including the Presidential Office, the War Room, and the reception halls. The palace offers insights into the political history of Vietnam.","",2.1,"https://ak-d.tripcdn.com/images/0104y12000etgt3er2B60.jpg","0:00","23:59","10.776994, 106.695302","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014849/LC033.jpg"
"EN096","Pham Ngu Lao","Entertainment",4.4,"Phạm Ngũ Lão, District 1, Ho Chi Minh City, Vietnam","Pham Ngu Lao is a bustling area known for its budget accommodations and vibrant nightlife.","Pham Ngu Lao is a popular tourist area in District 1 of Ho Chi Minh City. It is known for its concentration of budget hotels, guesthouses, restaurants, and bars. The area is a hub for backpackers and travelers seeking affordable accommodations and lively entertainment. Pham Ngu Lao is also a great place to experience local culture and street food. The area is bustling with activity day and night.","",0.0,"https://ak-d.tripcdn.com/images/100a0n000000eg61oF967.jpg","0:00","23:59","10.768486, 106.692734","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014855/EN096.jpg"
"EN097","Saigon River Princess Cruise","Entertainment",4.5,"5 Nguyễn Tất Thành, Ward 12, District 4, Ho Chi Minh City, Vietnam","Saigon River Princess Cruise offers a scenic dinner cruise along the Saigon River.","The Saigon River Princess Cruise provides a unique dining experience with stunning views of Ho Chi Minh City's skyline. Guests can enjoy a delicious meal while cruising along the Saigon River. The cruise offers live music and entertainment, creating a memorable evening. The illuminated cityscape provides a beautiful backdrop for dinner and relaxation. It's a great way to see the city from a different perspective.","",28.53,"https://ak-d.tripcdn.com/images/1lo1b12000coxzfar62C0.jpg","0:00","23:59","10.767529, 106.708013","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014856/EN097.jpg"
"EN098","Landmark 81 Sky View Observatory","Entertainment",4.4,"720A Điện Biên Phủ, Ward 22, Bình Thạnh, Ho Chi Minh City, Vietnam","Landmark 81 Sky View Observatory offers panoramic views of Ho Chi Minh City.","Landmark 81 Sky View is an observatory located in the tallest building in Vietnam, Landmark 81. From the observatory, visitors can enjoy breathtaking 360-degree views of Ho Chi Minh City and its surroundings. The observatory features interactive exhibits and informative displays about the city's history and development. It's a must-visit attraction for those seeking a bird's-eye view of the city. The location provides a unique perspective on the urban landscape.","",15.4,"https://ak-d.tripcdn.com/images/1lo1s12000gwcgk954967.jpg","0:00","23:59","10.795112, 106.722096","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014858/EN098.jpg"
"EN099","Coffee Making in Ho Chi Minh City","Entertainment",4.9,"Multiple locations available in Ho Chi Minh City, confirm address with tour operator.","Coffee making experiences in Ho Chi Minh City offer insight into Vietnamese coffee culture.","Ho Chi Minh City offers several opportunities to learn about and participate in the process of making Vietnamese coffee. These experiences often involve visiting local coffee shops or participating in workshops. Participants can learn about the different types of coffee beans, roasting techniques, and brewing methods used in Vietnam. It's a chance to taste unique coffee flavors and gain a deeper appreciation for Vietnamese coffee culture. Addresses vary depending on tour operators and classes.","",0.0,"https://ak-d.tripcdn.com/images/0104l12000hzj2row9497.jpg","0:00","23:59","10.767987, 106.700454","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014859/EN099.jpg"
"EN100","Bitexco Financial Tower","Entertainment",4.5,"36 Hồ Tùng Mậu, Bến Nghé, District 1, Ho Chi Minh City, Vietnam","Bitexco Financial Tower is a skyscraper with a skydeck offering city views.","Bitexco Financial Tower is an iconic skyscraper in Ho Chi Minh City, featuring a distinctive helipad extending from its side. The tower offers stunning panoramic views of the city from its skydeck. Visitors can enjoy observing the city's skyline and landmarks. It also houses offices, a shopping mall, and restaurants. This structure provides a modern contrast to the city's historical architecture.","",9.11,"https://ak-d.tripcdn.com/images/100s1f000001gx73b8673.jpg","0:00","23:59","10.771984, 106.704391","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014860/EN100.jpg"
"EN101","Golden Dragon Water Puppet Theater","Entertainment",4.5,"55B Nguyễn Thị Minh Khai, Bến Thành, District 1, Ho Chi Minh City, Vietnam","The Golden Dragon Water Puppet Theater showcases traditional Vietnamese water puppet performances.","The Golden Dragon Water Puppet Theater provides a delightful introduction to the art of water puppetry, a traditional Vietnamese art form. Puppets dance and perform on a water stage, accompanied by live music and narration. The shows often depict scenes from Vietnamese folklore and daily life. It's an entertaining and culturally enriching experience for visitors of all ages. This theater highlights Vietnamese cultural heritage.","",11.03,"https://ak-d.tripcdn.com/images/0106v120009pmm8zg1781.png","0:00","23:59","10.77626, 106.692537","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014862/EN101.png"
"EN102","Bui Vien Walking Street","Entertainment",3.9,"Bùi Viện, Phạm Ngũ Lão, District 1, Ho Chi Minh City, Vietnam","Bui Vien Walking Street is a vibrant pedestrian street known for its nightlife.","Bui Vien Walking Street is a lively pedestrian area in District 1 of Ho Chi Minh City. It is famous for its bustling nightlife, featuring a wide array of bars, restaurants, and street food vendors. The street comes alive in the evening with music, lights, and a vibrant atmosphere. It's a popular spot for tourists and locals alike to enjoy an evening out. This street embodies the youthful energy of the city.","",0.0,"https://ak-d.tripcdn.com/images/0102y12000o1w9zlj36EF.png","0:00","23:59","10.767351, 106.693884","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014864/EN102.png"
"LC034","Jesus Christ Statue","Local",4.4,"Long Hai Town, Long Dien District, Ba Ria - Vung Tau, Vietnam","A prominent religious statue overlooking the city.","The Jesus Christ Statue in Vung Tau is a towering figure of Christ with outstretched arms, offering panoramic views of the sea and the city below. Visitors can climb internal stairs to reach viewing platforms within the statue's arms. This iconic landmark is a popular pilgrimage site and a symbol of faith. The peaceful atmosphere and stunning scenery make it a memorable destination.","",0.0,"https://ak-d.tripcdn.com/images/0101612000lpp190q3C57.jpg","0:00","23:59","10.326433, 107.084594","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014867/LC034.jpg"
"LC035","Hoang Phap Buddhist Temple","Local",3.6,"Tan Hiep, Hoc Mon, Ho Chi Minh City, Vietnam","A serene Buddhist temple complex with intricate architecture.","Hoang Phap Buddhist Temple is a sprawling temple complex showcasing traditional Vietnamese Buddhist architecture. The temple grounds feature ornate pagodas, lush gardens, and serene ponds, creating a tranquil atmosphere for reflection and prayer. Visitors can explore the various halls and shrines, admiring the intricate details of the religious art. It serves as an important center for Buddhist learning and practice.","",0.0,"https://ak-d.tripcdn.com/images/0HJ4r12000il5jdfhBC3E.jpg","0:00","23:59","10.900282, 106.581812","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014868/LC035.jpg"
"EN103","Ho Chi Minh City Book Street","Entertainment",5.0,"Nguyen Van Binh Street, District 1, Ho Chi Minh City, Vietnam","A pedestrian street dedicated to books and literary events.","Ho Chi Minh City Book Street is a vibrant pedestrian zone lined with bookstores, cafes, and open-air reading spaces. The street offers a wide selection of books in Vietnamese and other languages, as well as literary events, book signings, and cultural performances. It's a popular gathering place for book lovers and a hub of literary activity. The atmosphere is lively and intellectual, making it a unique attraction in the city.","",0.0,"https://ak-d.tripcdn.com/images/0HJ2212000hc81wgcAE77.jpg","0:00","23:59","10.780963, 106.700073","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014872/EN103.jpg"
"EN104","Cat Cat Village","Entertainment",4.7,"Sa Pa, Lao Cai, Vietnam","A village in Sapa, Lao Cai.","Cat Cat Village is located in Sapa, Lao Cai. The village has many unique cultural values which are preserved, along with the beautiful natural scenery. There are also many traditional and unique handicrafts such as brocade weaving, silver carving, and forging agricultural tools. In particular, Cat Cat Village is also the place to preserve many unique customs and practices of the H'Mong people. ","",0.0,"https://ak-d.tripcdn.com/images/0101512000et1t1kfED6E.jpg","0:00","23:59","8.700928, 106.611447","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014875/EN104.jpg"
"EN105","MASSAGE CO PHONG","Entertainment",3.6,"172 Nguyen Kim, Ward 6, District 10, Ho Chi Minh City 700000, Vietnam","A local massage parlor.","MASSAGE CO PHONG is a wellness center providing massage services. They provide a range of traditional massage therapies and services. The atmosphere of the parlor is relaxing and clean and provides a relaxing environment for the customers. It is a popular spot for relaxation and rejuvenation.","",0.0,"https://ak-d.tripcdn.com/images/0HJ1m12000ikfto2sE302.jpg","0:00","23:59","10.771371, 106.687113","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014876/EN105.jpg"
